ts,"HourUTC | HourUTC | 804694","mFRRDownActBal | mFRRDownActBal | 804724","PriceArea | PriceArea | 804696","mFRRUpActSpec | mFRRUpActSpec | 804713","mFRRDownActSpec | mFRRDownActSpec | 804714","ImbalanceMWh | ImbalanceMWh | 804715","ImbalancePriceDKK | ImbalancePriceDKK | 804717","BalancingPowerPriceUpDKK | BalancingPowerPriceUpDKK | 804719","BalancingPowerPriceDownDKK | BalancingPowerPriceDownDKK | 804721","mFRRUpActBal | mFRRUpActBal | 804722"
"2021-01-04 08:00:01","2021-01-04 08:00:00",0,DK1,,,,"520,849976","520,849976","372,179993","62,700001"
"2021-01-04 09:00:00","2021-01-04 09:00:00",0,DK2,,,,500,500,"415,190002","13,7"
"2021-01-04 09:00:01","2021-01-04 09:00:00",0,DK1,,,,500,500,"412,209991","40,799999"
"2021-01-04 10:00:00","2021-01-04 10:00:00",0,DK2,,,,"433,570007","433,570007","433,570007",0
"2021-01-04 10:00:01","2021-01-04 10:00:00",0,DK1,,,,"426,390015","426,390015","420,619995","10,8"
"2021-01-04 11:00:00","2021-01-04 11:00:00",0,DK2,,,,"427,98999","427,98999","427,98999",0
"2021-01-04 11:00:01","2021-01-04 11:00:00",0,DK1,,,,"387,440002","387,440002","387,440002",0
"2021-01-04 12:00:00","2021-01-04 12:00:00",0,DK2,,,,"446,440002","446,440002","420,619995",0
"2021-01-04 12:00:01","2021-01-04 12:00:00",0,DK1,,,,"446,440002","446,440002","420,619995","28,6"
"2021-01-04 13:00:00","2021-01-04 13:00:00",0,DK2,,,,"447,109985","447,109985","431,48999",0
"2021-01-04 13:00:01","2021-01-04 13:00:00",0,DK1,,,,"447,109985","447,109985","431,48999",28
"2021-01-04 14:00:00","2021-01-04 14:00:00",0,DK2,,,,450,450,"431,779999","10,5"
"2021-01-04 14:00:01","2021-01-04 14:00:00",0,DK1,,,,450,450,"431,779999","47,200001"
"2021-01-04 15:00:00","2021-01-04 15:00:00",0,DK2,,,,"453,880005","453,880005","450,160004",11
"2021-01-04 15:00:01","2021-01-04 15:00:00",0,DK1,,,,"453,880005","453,880005","450,160004","52,299999"
"2021-01-04 16:00:00","2021-01-04 16:00:00",0,DK2,,,,"491,089996","491,089996","485,279999",11
"2021-01-04 16:00:01","2021-01-04 16:00:00",0,DK1,,,,"491,089996","491,089996","485,279999","43,299999"
"2021-01-04 17:00:00","2021-01-04 17:00:00",0,DK2,,,,"491,089996","491,089996","446,809998",11
"2021-01-04 17:00:01","2021-01-04 17:00:00",0,DK1,,,,"491,089996","491,089996","446,809998","33,799999"
"2021-01-04 18:00:00","2021-01-04 18:00:00",0,DK2,,,,470,470,"399,790009","10,5"
"2021-01-04 18:00:01","2021-01-04 18:00:00",0,DK1,,,,470,470,"399,790009","33,200001"
"2021-01-04 19:00:00","2021-01-04 19:00:00",0,DK2,,,,"372,040009","372,040009","280,369995",0
"2021-01-04 19:00:01","2021-01-04 19:00:00",0,DK1,,,,"372,040009","372,040009","280,369995","16,4"
"2021-01-04 20:00:00","2021-01-04 20:00:00",0,DK2,,,,"319,790009","319,790009","286,390015",0
